article_id,vector_0,vector_1,vector_2,vector_3,vector_4,vector_5,vector_6,vector_7,vector_8,vector_9,vector_10,vector_11,vector_12,vector_13,vector_14,vector_15,vector_16,vector_17,vector_18,vector_19,vector_20,vector_21,vector_22,vector_23,vector_24,vector_25,vector_26,vector_27,vector_28,vector_29,vector_30,vector_31,vector_32,vector_33,vector_34,vector_35,vector_36,vector_37,vector_38,vector_39,vector_40,vector_41,vector_42,vector_43,vector_44,vector_45,vector_46,vector_47,vector_48,vector_49,vector_50,vector_51,vector_52,vector_53,vector_54,vector_55,vector_56,vector_57,vector_58,vector_59,vector_60,vector_61,vector_62,vector_63,vector_64,vector_65,vector_66,vector_67,vector_68,vector_69,vector_70,vector_71,vector_72,vector_73,vector_74,vector_75,vector_76,vector_77,vector_78,vector_79,vector_80,vector_81,vector_82,vector_83,vector_84,vector_85,vector_86,vector_87,vector_88,vector_89,vector_90,vector_91,vector_92,vector_93,vector_94,vector_95,vector_96,vector_97,vector_98,vector_99
12,-0.634898,-0.642902,0.42824,-0.439714,0.197837,0.064586,0.285839,-0.268776,-0.41683,-0.02692,0.596106,0.306313,0.157679,0.375801,0.204689,0.224934,0.203362,-0.800987,0.441217,-0.534372,0.260576,-0.182766,0.276851,0.057496,0.179473,-0.655149,0.283988,0.06458,-0.000789,0.229952,0.107294,-0.176807,-0.273385,-0.378205,0.100467,-0.096496,-0.353965,-0.049744,0.039635,0.250835,0.627416,0.045604,-0.100511,0.06753,0.374392,0.166951,-0.233697,0.02178,0.858473,0.086842,-0.38576,-0.14151,0.417211,0.072994,-0.089196,-0.373144,0.804371,-0.2208,0.047838,-0.146466,0.457882,0.114363,-0.098849,0.26472,0.128394,-0.186364,0.211603,-0.536002,0.123143,0.830258,0.24567,0.810594,0.045991,0.111006,-0.044634,-0.199355,-0.030115,0.067805,-0.907836,-0.017115,0.439391,0.387852,-0.094257,0.385562,-0.200966,0.031684,-0.166218,0.022753,-0.453769,-0.133484,-0.031375,0.490548,-0.086214,0.14942,-0.099384,-0.227127,-0.242832,-0.078422,0.42451,-0.274082
13,-0.263394,-0.397912,0.493599,-0.300749,0.111505,0.017471,-0.150902,0.399691,-0.387029,-0.257733,0.687054,0.587881,0.019136,-0.639462,0.33206,0.623224,0.365403,-0.325492,0.672185,0.08332,-0.077481,0.123681,-0.062805,-0.412671,0.00572,0.053302,-0.123698,0.00277,-0.395351,0.239398,0.321735,-0.677058,-0.191749,0.111199,-0.614786,0.674945,0.071317,-0.527658,0.223101,-0.309935,-0.401925,-0.025919,0.371344,0.31662,-0.224268,0.066014,-0.144482,0.005149,-0.042642,0.376118,0.114742,-0.428528,0.335628,-0.367698,0.399118,0.036546,0.134302,-0.082811,0.525663,-0.288833,-0.472118,-0.382454,-0.138763,0.237789,0.090849,0.351248,0.278042,-0.045323,0.248824,0.832338,0.005171,0.064038,-0.115346,-0.356195,-0.340558,-0.173146,-0.773467,0.370756,-0.340304,-0.261312,0.661383,0.203055,0.014395,-0.638135,-0.496151,0.424745,-0.721861,-0.643624,0.375735,0.207582,0.139433,-0.153708,0.28783,0.803128,-0.10994,0.308372,-1.120971,-0.33303,0.487478,0.003101
15,-0.301594,-0.523901,0.205622,-0.496308,0.018714,0.132393,-0.113044,0.043702,-0.276958,0.031149,0.130357,0.172256,0.205765,-0.556683,0.024188,0.477871,-0.094158,0.049311,0.082377,0.121221,-0.255967,-0.247559,0.682267,-0.13216,-0.511601,-0.718386,0.04041,0.139649,0.165059,0.052764,-0.148664,0.050214,-0.382156,-0.568788,-0.179094,0.579034,-0.070937,0.030631,0.73791,-0.076484,-0.520888,-0.607896,0.36509,-0.166193,0.049177,0.771458,-0.092706,0.399735,0.128625,-0.130357,0.492735,-0.973782,0.1453,0.424899,-0.582295,-0.372949,0.005748,-0.251566,0.109268,-0.024114,0.667981,-0.101508,0.457741,0.070297,0.515348,-0.135372,0.201803,0.027519,0.204268,0.523652,0.110673,0.205608,0.140755,-0.465249,0.049182,-0.085201,-0.270008,-0.169821,0.264326,0.321452,-0.275291,-0.248527,0.049596,-0.161089,0.028021,0.914833,-0.393806,0.439982,0.401473,-0.028745,0.458996,-0.00358,0.672148,0.08783,0.125621,0.033376,0.067993,0.086586,0.492241,0.139644
16,0.634969,0.22346,0.412737,-0.58084,-0.161538,-0.033636,-0.083048,-0.19407,-0.228945,0.053965,0.640882,-0.115001,0.189658,-0.670301,0.04438,0.424346,0.011283,-0.110585,0.485766,0.126367,0.034495,-0.753293,0.416943,0.427746,0.153737,-1.234848,-0.162349,-0.034775,0.165739,0.027362,0.207509,-0.322066,-0.251628,-0.831118,-0.048495,0.053949,0.169833,-0.062,0.227751,0.297603,-0.506479,-0.366039,0.46646,-0.127083,-0.130848,0.346257,0.22399,0.254592,-0.098078,0.029588,-0.015196,-0.541645,0.18043,0.5871,-0.441277,-0.607165,-0.216284,-0.010197,-0.472883,-0.342958,0.450939,-0.227698,0.574148,0.301443,0.18711,0.241284,-0.204738,-0.146584,0.550038,0.053829,0.608497,0.368495,0.058115,-0.306123,0.467475,0.299854,-0.439948,0.057521,-0.060828,-0.128179,-0.118432,0.033533,0.373575,0.43996,-0.120288,0.263709,-0.416314,0.079669,0.338564,0.269167,0.058799,0.351774,0.54111,-0.047929,-0.126533,0.167986,-0.037163,0.334702,0.187689,-0.022008
18,-0.574348,-0.124182,0.350925,-0.187157,0.565207,-0.948025,0.294003,-0.563577,-0.845293,0.854986,0.732275,0.261043,-0.348597,-0.348841,0.124993,-0.053216,0.360953,-0.262292,-0.204518,-0.525202,-0.008365,-0.714347,0.27917,-0.622093,0.3557,-0.127236,-0.379626,0.050278,-0.160517,-0.163624,-0.134166,0.246255,-0.456718,-0.295859,0.140747,-0.067572,0.798299,-0.411349,0.169154,0.139354,0.170973,-0.097727,-0.170181,-0.09598,-0.45374,-0.456333,-0.148932,-0.339263,0.155051,0.055088,0.294501,-0.403944,0.550508,-0.080708,-1.267413,0.108324,0.401199,0.539309,-0.058282,-0.882094,0.702303,-0.348905,0.114424,-0.381396,0.181607,-0.081228,0.4049,-0.022868,0.664623,-0.009526,-0.025135,-0.163227,-0.225001,0.489456,-0.280356,-0.065699,-0.379031,-0.631974,0.045495,0.252709,0.50091,0.91398,0.142467,-0.353017,0.342447,0.277436,-0.249233,0.223279,-0.19309,0.424937,-0.045728,0.467462,-0.392762,0.124551,-0.298418,0.503297,-0.191867,0.547144,0.185294,-0.066
20,-0.247334,-0.380636,0.037685,-0.049759,-0.097777,-0.633345,-0.349957,-0.363802,0.15748,-0.117875,0.121782,0.663654,0.380755,-0.607966,0.066572,0.195322,0.216107,-0.657111,0.198098,0.12415,0.486088,-0.988293,0.713918,-0.002809,0.409748,0.035395,0.242217,0.352808,0.297543,-0.115133,-0.425088,-0.379846,-0.372384,0.031894,-0.494086,0.124471,-0.189159,-0.10513,0.17779,0.286025,-0.257871,-0.375261,-0.381974,-0.505018,-0.203134,0.573207,0.23434,-0.674539,-0.284142,-0.101508,-0.29109,-0.307037,0.426136,-0.347243,-0.246392,0.118736,0.204526,0.084795,-0.266845,0.087855,0.305993,-0.057603,-0.143252,-0.057678,-0.115456,0.5724,-0.149844,0.50475,-0.28224,0.304488,0.436924,0.689532,0.195326,-0.214422,0.05663,-0.217203,-0.190775,0.146956,-0.639356,0.135748,0.17469,0.276987,0.134246,-0.195838,0.328877,0.792321,-0.141746,-0.238815,0.565813,0.177574,0.002738,0.090373,-0.049849,0.30288,-0.408057,-0.118181,-0.400054,0.226224,-0.044967,0.194374
22,-0.093166,-0.456863,0.323554,-0.715802,0.0353,-0.007596,0.12993,-0.352722,-0.619213,0.440429,0.315502,-0.11393,-0.014849,-0.461963,0.189423,0.714679,-0.105104,-0.559343,-0.500912,-0.192127,0.216176,-0.126304,0.182096,-0.397976,0.143232,-0.520213,0.196708,-0.156571,-0.132253,0.246417,-0.443749,0.001279,-0.246128,-0.316716,-0.309456,-0.145798,0.171885,-0.1293,0.308957,-0.259628,0.105727,-0.293124,0.741328,-0.135899,0.137391,0.49839,-0.046109,0.248287,0.463941,0.170966,-0.001986,-0.261083,0.274576,0.791286,-0.377288,-0.548018,0.192052,-0.387858,-0.673565,-0.335548,0.621661,-0.203596,0.29508,0.087337,0.210554,-0.398024,0.310326,-0.359718,-0.058379,0.563261,0.809366,0.604163,0.061133,-0.310671,0.312618,0.240569,-0.16798,0.023015,0.181172,0.020996,0.461451,0.076842,0.215993,0.226841,0.37993,0.705908,-0.143031,-0.667834,0.29276,-0.041303,-0.047095,0.847867,0.132365,0.162602,-0.110554,-0.059569,-0.195432,0.566317,0.133863,0.050243
23,-0.19744,0.189864,-0.031809,-0.280805,0.272596,0.018948,-0.13943,-0.305004,-0.172311,0.22504,0.663922,0.055697,0.774135,0.15721,0.313327,0.352139,0.628313,-0.345412,0.098608,-0.089004,0.196563,-0.97732,-0.519106,-0.133887,-0.301119,-0.153332,-0.659308,0.429354,0.396355,-0.006984,-0.149259,-0.439031,-0.315262,-0.872588,-0.527094,0.250149,0.114832,-0.074913,-0.503375,-0.0302,-0.235767,-0.513685,0.296371,0.156491,0.555541,0.27427,0.331038,0.426672,0.224824,0.491203,0.251827,-0.48415,0.183059,-0.129781,-0.355874,0.145933,0.063129,-0.572236,0.38959,-0.369353,0.423458,0.535618,-0.09254,-0.013362,-0.045988,0.026726,-0.242775,0.041667,0.319623,0.388139,0.571661,0.49142,-0.147358,-0.124276,-0.379998,-0.327806,0.278013,-0.624135,-1.091308,0.603616,0.037272,0.241506,0.44188,0.010581,-0.229131,0.563126,-0.437286,0.028062,-0.190975,-0.337879,0.238094,0.457709,-0.054303,-0.260175,-0.148434,-0.413739,0.12308,-0.217062,-0.093253,0.233167
31,-0.286337,-0.185197,1.09972,-0.217878,0.39927,-0.21882,-0.012409,-0.199087,-0.251167,0.240238,-0.029279,-0.052471,0.17431,-0.076263,0.250811,0.011014,0.382732,-0.778222,0.877522,-0.108242,0.113136,-0.618331,0.893708,0.238273,0.176451,-0.265504,0.389441,0.184325,0.907439,-0.395442,-0.832507,-0.22687,-0.510481,-0.677463,-0.676737,-0.121106,-0.86064,-0.573172,-0.566113,0.044961,-0.190363,-0.19386,-0.067076,-0.15873,-0.263535,0.178606,0.006588,0.193329,-0.010891,-0.058302,0.320227,-0.412818,0.465753,-0.431196,0.493202,0.071559,0.525429,0.636388,0.54505,-0.589772,-0.496898,-0.293291,-0.160936,-0.797462,0.165873,0.822859,0.227857,-0.239104,0.329914,0.378501,0.597088,0.547031,-0.558413,-0.798446,-0.903403,-0.42567,0.361088,-0.90682,-0.275847,0.046879,0.46396,0.44704,0.779356,-0.182768,-0.177649,0.996066,-0.432002,-0.148613,0.465951,-0.139078,-0.040188,-0.245465,-0.249201,0.094712,0.220034,0.01912,-0.706862,0.713147,0.232679,0.201839
32,-0.525278,-0.432187,0.142204,0.037543,0.260042,-0.452476,-0.006349,0.168199,0.137901,-0.074278,0.224981,0.877801,0.3895,-0.13738,0.307703,0.386503,0.134822,-0.37731,0.271536,-0.063247,0.393948,-1.206483,0.466729,-0.358676,0.295697,0.109759,0.224495,0.335869,0.547339,-0.070825,-0.18811,-0.177138,-0.553146,0.255437,-0.000292,0.414078,0.455639,0.027179,0.339301,0.098893,-0.405788,-0.400943,-0.331217,-0.721717,-0.405342,0.25196,0.757781,-0.372483,-0.236209,-0.215159,-0.316856,-0.262689,0.72425,-0.602917,-0.056274,-0.764219,0.398929,-0.184897,0.08933,-0.040461,0.58082,-0.114495,-0.218916,-0.218204,-0.16715,1.000214,-0.000466,0.396015,0.199334,0.736072,0.649713,0.49397,0.134715,-0.367764,-0.139334,-0.465631,0.352251,-0.081595,-0.655881,-0.045144,0.480475,0.30779,0.493428,-0.076136,0.537894,0.191676,-0.129629,-0.525741,0.630015,-0.119695,-0.623774,0.812871,-0.011286,0.680691,-0.583713,0.051122,0.170128,0.247472,-0.501743,0.045262
33,-0.453258,0.39007,0.510959,0.077551,-0.132004,0.101969,0.170127,-0.124548,0.181333,-0.228455,0.574184,0.4189,0.122957,-0.451441,0.092508,-0.004605,-0.325808,-0.390424,0.198815,0.457837,0.380953,-1.063963,0.976016,-0.056555,0.4832,0.075222,-0.122365,0.065196,0.43913,-0.384031,-0.328523,-0.121376,-0.091709,-0.240854,-0.125596,0.459122,0.011373,-0.080989,-0.169437,0.002563,-0.375062,-0.03787,0.024018,-0.806783,-0.035388,0.270257,-0.264241,-0.261814,-0.30833,-0.431736,-0.321615,-0.200935,0.175991,-0.240739,0.699311,0.083213,0.428288,0.169406,-0.07141,0.126389,0.001611,-0.179314,0.291042,-0.353259,-0.000496,0.567919,-0.119718,-0.072734,0.139482,0.60066,0.765827,0.290294,-0.009718,-0.279129,-0.370325,0.029818,-0.174557,-0.529264,-0.156129,-0.243103,0.607714,0.074226,-0.168173,-0.768638,0.300298,0.616972,0.08547,-0.642707,0.598346,-0.345339,0.020525,-0.225492,0.103645,0.658242,-0.54251,0.490511,-0.186488,0.436779,0.111725,0.34095
34,-0.514201,-0.370456,0.196785,0.245537,0.779369,0.074958,0.632512,-0.151078,0.129917,0.754119,0.652011,0.398286,0.114727,-0.109413,-0.09043,0.058852,0.220639,-0.809448,0.511961,-0.18264,0.379759,-0.864139,0.579977,-0.832116,-1.024533,-0.726295,-0.686086,0.389901,1.367889,-0.028976,-0.111271,-0.713535,-0.543497,0.21036,0.476289,0.183975,-0.167375,-0.046369,0.889702,0.19965,-0.459162,-0.667953,-0.595614,-0.734434,0.419366,0.644646,0.573891,0.400669,-0.778318,-0.428125,-0.199643,-0.772776,-0.118627,-0.615168,-0.696593,-1.013357,0.0782,-0.770441,-0.067786,-0.344742,0.411029,-0.171119,-0.222824,0.166311,-0.014185,0.670085,0.330894,-0.52756,0.681596,0.920632,-0.224417,0.211405,0.085705,-1.050044,0.053614,-0.060582,0.213465,-0.229061,0.099755,0.412437,0.18803,0.697984,0.689217,-0.61082,-0.261653,0.296035,-0.06827,-0.192614,0.754054,0.086094,-0.820728,0.753912,-0.508952,0.71352,0.067331,0.423953,-0.088927,-0.002579,-0.377961,-0.259009
35,-0.539116,0.152234,0.390555,0.297341,0.333669,0.178211,0.646124,-0.290637,0.11337,0.709971,0.467243,0.01133,0.366985,-0.573128,-0.146058,0.295225,0.39604,-0.468276,0.917691,-0.311023,0.118525,-0.934776,0.491914,-0.555755,0.114343,-0.18317,0.055537,0.470247,0.019454,-0.133643,-0.151986,-0.255956,-0.040111,-0.583266,-0.232323,0.265026,-0.547574,-0.48253,0.093089,0.060695,-0.603574,0.083757,-0.386535,0.067994,-0.218329,0.482338,0.013487,0.055051,-0.006798,-0.039375,-0.014125,-0.306656,-0.354069,-0.863492,-0.359296,-0.14488,0.193637,-0.10353,0.022785,0.057045,0.203538,-0.329999,0.086702,-0.178017,0.523433,0.639115,0.168731,-0.04278,0.562364,0.836457,0.720404,0.043451,0.123852,-0.146132,-0.409876,-0.125748,0.00203,-0.212698,-0.504268,-0.155696,0.30149,0.700634,0.680382,-0.269252,0.41651,0.48712,-0.177486,-0.017648,0.864693,0.304414,-0.116962,0.77105,-0.410633,0.299074,-0.2409,0.118521,-0.56833,0.266726,-0.312311,0.168371
